Variety	Leaf_area	ENV	Treatment	Season	ENV_Leaf_area
HMV5343	0.364458045	WW_S16	WW	S16	0.4
HMV5347	0.395387975	WW_S16	WW	S16	0.4
HMV5405	0.402262152	WW_S16	WW	S16	0.4
HMV5409	0.393151475	WW_S16	WW	S16	0.4
HMV5422	0.412209924	WW_S16	WW	S16	0.4
HMV5502	0.409480988	WW_S16	WW	S16	0.4
I198	0.423224561	WW_S16	WW	S16	0.4
I205	0.374129015	WW_S16	WW	S16	0.4
I211	0.454805082	WW_S16	WW	S16	0.4
I238	0.435916347	WW_S16	WW	S16	0.4
I242	0.384963811	WW_S16	WW	S16	0.4
I261	0.293416929	WW_S16	WW	S16	0.4
I267	0.425226928	WW_S16	WW	S16	0.4
IDT	0.404408287	WW_S16	WW	S16	0.4
LAN496	0.393552513	WW_S16	WW	S16	0.4
LH123Ht	0.444009558	WW_S16	WW	S16	0.4
LH145	0.379936846	WW_S16	WW	S16	0.4
LH38	0.440211141	WW_S16	WW	S16	0.4
LH39	0.532798158	WW_S16	WW	S16	0.4
LH59	0.445189696	WW_S16	WW	S16	0.4
LH60	0.364539106	WW_S16	WW	S16	0.4
LH65	0.402661032	WW_S16	WW	S16	0.4
LH74	0.371928387	WW_S16	WW	S16	0.4
LH82	0.356891882	WW_S16	WW	S16	0.4
LH93	0.399223731	WW_S16	WW	S16	0.4
Lo1016	0.402841572	WW_S16	WW	S16	0.4
Lo1026	0.391537607	WW_S16	WW	S16	0.4
Lo1035	0.429006582	WW_S16	WW	S16	0.4
Lo1038	0.378910836	WW_S16	WW	S16	0.4
Lo1056	0.412416398	WW_S16	WW	S16	0.4
Lo1063	0.406876245	WW_S16	WW	S16	0.4
Lo1087	0.333863188	WW_S16	WW	S16	0.4
Lo1094	0.393394335	WW_S16	WW	S16	0.4
Lo1095	0.417477263	WW_S16	WW	S16	0.4
Lo1101	0.354257478	WW_S16	WW	S16	0.4
Lo1106	0.40989651	WW_S16	WW	S16	0.4
Lo1123	0.423177328	WW_S16	WW	S16	0.4
Lo1124	0.353797243	WW_S16	WW	S16	0.4
Lo1172	0.407281828	WW_S16	WW	S16	0.4
Lo1180	0.414693401	WW_S16	WW	S16	0.4
Lo1187	0.367230464	WW_S16	WW	S16	0.4
Lo1199	0.422182529	WW_S16	WW	S16	0.4
Lo1203	0.352170297	WW_S16	WW	S16	0.4
Lo1223	0.430254695	WW_S16	WW	S16	0.4
Lo1251	0.414028583	WW_S16	WW	S16	0.4
Lo1253	0.389194972	WW_S16	WW	S16	0.4
Lo1261	0.395506225	WW_S16	WW	S16	0.4
Lo1266	0.379899402	WW_S16	WW	S16	0.4
Lo1270	0.454858321	WW_S16	WW	S16	0.4
Lo1273	0.398890056	WW_S16	WW	S16	0.4
Lo1274	0.445077106	WW_S16	WW	S16	0.4
Lo1280	0.389769287	WW_S16	WW	S16	0.4
Lo1284	0.360483117	WW_S16	WW	S16	0.4
Lo1288	0.333488788	WW_S16	WW	S16	0.4
Lo1290	0.455251483	WW_S16	WW	S16	0.4
Lo1301	0.372568778	WW_S16	WW	S16	0.4
Lo904	0.375591021	WW_S16	WW	S16	0.4
Lp5	0.436399898	WW_S16	WW	S16	0.4
ML606	0.474206411	WW_S16	WW	S16	0.4
Mo15W	0.397131273	WW_S16	WW	S16	0.4
Mo17	0.393358951	WW_S16	WW	S16	0.4
MS153	0.466298594	WW_S16	WW	S16	0.4
MS71	0.405110427	WW_S16	WW	S16	0.4
N16	0.311919105	WW_S16	WW	S16	0.4
N192	0.373919628	WW_S16	WW	S16	0.4
N22	0.416851418	WW_S16	WW	S16	0.4
N25	0.380018223	WW_S16	WW	S16	0.4
N6	0.41020589	WW_S16	WW	S16	0.4
NC290	0.406375456	WW_S16	WW	S16	0.4
NC358	0.407571575	WW_S16	WW	S16	0.4
NDB8	0.355700346	WW_S16	WW	S16	0.4
NK764	0.368641424	WW_S16	WW	S16	0.4
NK807	0.440355947	WW_S16	WW	S16	0.4
NQ508	0.419545315	WW_S16	WW	S16	0.4
NS701	0.406517664	WW_S16	WW	S16	0.4
Oh02	0.418821693	WW_S16	WW	S16	0.4
Oh33	0.469373697	WW_S16	WW	S16	0.4
Oh40B	0.434464859	WW_S16	WW	S16	0.4
Oh43	0.46491123	WW_S16	WW	S16	0.4
Os426	0.443769254	WW_S16	WW	S16	0.4
P465P	0.472296924	WW_S16	WW	S16	0.4
Pa36	0.391645021	WW_S16	WW	S16	0.4
Pa405	0.365904839	WW_S16	WW	S16	0.4
Pa91	0.425189318	WW_S16	WW	S16	0.4
PB116	0.353438587	WW_S16	WW	S16	0.4
PB98TR	0.414851759	WW_S16	WW	S16	0.4
PH207	0.369971652	WW_S16	WW	S16	0.4
PHB09	0.459471401	WW_S16	WW	S16	0.4
PHG35	0.428052445	WW_S16	WW	S16	0.4
PHG39	0.418554404	WW_S16	WW	S16	0.4
PHG47	0.442340778	WW_S16	WW	S16	0.4
PHG50	0.41965235	WW_S16	WW	S16	0.4
PHG71	0.412973457	WW_S16	WW	S16	0.4
PHG80	0.381361799	WW_S16	WW	S16	0.4
PHG84	0.36586828	WW_S16	WW	S16	0.4
PHG86	0.404490203	WW_S16	WW	S16	0.4
PHH93	0.376663728	WW_S16	WW	S16	0.4
PHJ40	0.396054778	WW_S16	WW	S16	0.4
PHK29	0.445986436	WW_S16	WW	S16	0.4
PHK76	0.384465908	WW_S16	WW	S16	0.4
PHR36	0.389778171	WW_S16	WW	S16	0.4
PHT77	0.417900328	WW_S16	WW	S16	0.4
PHV63	0.37523664	WW_S16	WW	S16	0.4
PHW65	0.382811123	WW_S16	WW	S16	0.4
PHZ51	0.4479326	WW_S16	WW	S16	0.4
SC-Malawi	0.407686409	WW_S16	WW	S16	0.4
SGI061	0.37611862	WW_S16	WW	S16	0.4
UH_2500	0.418827069	WW_S16	WW	S16	0.4
UH_6102	0.347155161	WW_S16	WW	S16	0.4
UH_6179	0.395343374	WW_S16	WW	S16	0.4
UH_P060	0.458178528	WW_S16	WW	S16	0.4
UH_P064	0.426006742	WW_S16	WW	S16	0.4
UH_P074	0.363307781	WW_S16	WW	S16	0.4
UH_P087	0.372506773	WW_S16	WW	S16	0.4
UH_P089	0.460970858	WW_S16	WW	S16	0.4
UH_P104	0.469273374	WW_S16	WW	S16	0.4
UH_P115	0.453275792	WW_S16	WW	S16	0.4
UH_P128	0.44224519	WW_S16	WW	S16	0.4
UH_P148	0.405392594	WW_S16	WW	S16	0.4
UH_S018	0.400141566	WW_S16	WW	S16	0.4
UH_S020	0.415407097	WW_S16	WW	S16	0.4
UH_S025	0.472059938	WW_S16	WW	S16	0.4
UH250	0.413255053	WW_S16	WW	S16	0.4
UH304	0.447328449	WW_S16	WW	S16	0.4
Va26	0.464682608	WW_S16	WW	S16	0.4
W117	0.403467537	WW_S16	WW	S16	0.4
W153R	0.451740242	WW_S16	WW	S16	0.4
W182E	0.406191592	WW_S16	WW	S16	0.4
W23	0.418832826	WW_S16	WW	S16	0.4
W602S	0.340303249	WW_S16	WW	S16	0.4
W604S	0.431968583	WW_S16	WW	S16	0.4
W64A	0.398333959	WW_S16	WW	S16	0.4
W9	0.327486208	WW_S16	WW	S16	0.4
W95115	0.439828268	WW_S16	WW	S16	0.4
Wf9	0.418238188	WW_S16	WW	S16	0.4
11430	0.397078137	WW_W13	WW	W13	0.37
A3	0.380924723	WW_W13	WW	W13	0.37
A310	0.390020483	WW_W13	WW	W13	0.37
A347	0.36001276	WW_W13	WW	W13	0.37
A374	0.400621595	WW_W13	WW	W13	0.37
A375	0.398268871	WW_W13	WW	W13	0.37
A554	0.35593603	WW_W13	WW	W13	0.37
AS5707	0.334937857	WW_W13	WW	W13	0.37
B100	0.402654276	WW_W13	WW	W13	0.37
B104	0.339594878	WW_W13	WW	W13	0.37
B105	0.338723276	WW_W13	WW	W13	0.37
B106	0.347411974	WW_W13	WW	W13	0.37
B107	0.274348357	WW_W13	WW	W13	0.37
B108	0.381620334	WW_W13	WW	W13	0.37
B109	0.334024729	WW_W13	WW	W13	0.37
B110	0.356816064	WW_W13	WW	W13	0.37
B113	0.384476165	WW_W13	WW	W13	0.37
B37	0.383150982	WW_W13	WW	W13	0.37
B73	0.342105696	WW_W13	WW	W13	0.37
B84	0.410277496	WW_W13	WW	W13	0.37
B89	0.358155141	WW_W13	WW	W13	0.37
B97	0.518809033	WW_W13	WW	W13	0.37
B98	0.32656786	WW_W13	WW	W13	0.37
C103	0.348114291	WW_W13	WW	W13	0.37
CO109	0.420875156	WW_W13	WW	W13	0.37
CR1Ht	0.416354621	WW_W13	WW	W13	0.37
D09	0.401415388	WW_W13	WW	W13	0.37
DE811	0.298908557	WW_W13	WW	W13	0.37
DK4676A	0.299585338	WW_W13	WW	W13	0.37
DK78010	0.308308987	WW_W13	WW	W13	0.37
DK78371A	0.345502772	WW_W13	WW	W13	0.37
DKFAPW	0.432789858	WW_W13	WW	W13	0.37
DKFBHJ	0.394895263	WW_W13	WW	W13	0.37
DKIBO2	0.410071022	WW_W13	WW	W13	0.37
DKMBST	0.395962875	WW_W13	WW	W13	0.37
EA1027	0.415059109	WW_W13	WW	W13	0.37
EA1163	0.370218718	WW_W13	WW	W13	0.37
EA3076	0.347350643	WW_W13	WW	W13	0.37
EC136	0.393975182	WW_W13	WW	W13	0.37
EC140	0.385438087	WW_W13	WW	W13	0.37
EC151	0.282325348	WW_W13	WW	W13	0.37
EC169	0.324249723	WW_W13	WW	W13	0.37
EC175	0.358772392	WW_W13	WW	W13	0.37
EC232	0.379281687	WW_W13	WW	W13	0.37
EC242C	0.371731646	WW_W13	WW	W13	0.37
EC334	0.325877817	WW_W13	WW	W13	0.37
EP10	0.469949634	WW_W13	WW	W13	0.37
EP2008-18	0.358246062	WW_W13	WW	W13	0.37
EP2008-22	0.390728543	WW_W13	WW	W13	0.37
EP29	0.374220285	WW_W13	WW	W13	0.37
EP51	0.348693924	WW_W13	WW	W13	0.37
EP52	0.376225248	WW_W13	WW	W13	0.37
EP55	0.347530011	WW_W13	WW	W13	0.37
EP67	0.425646552	WW_W13	WW	W13	0.37
EP72	0.401811317	WW_W13	WW	W13	0.37
EP77	0.439725177	WW_W13	WW	W13	0.37
EZ11A	0.319656454	WW_W13	WW	W13	0.37
EZ18	0.344408906	WW_W13	WW	W13	0.37
EZ31	0.380126617	WW_W13	WW	W13	0.37
EZ34	0.374301226	WW_W13	WW	W13	0.37
EZ35	0.327588132	WW_W13	WW	W13	0.37
EZ36	0.339806025	WW_W13	WW	W13	0.37
EZ37	0.296152801	WW_W13	WW	W13	0.37
EZ38	0.392496985	WW_W13	WW	W13	0.37
EZ40	0.317405234	WW_W13	WW	W13	0.37
EZ42	0.337942152	WW_W13	WW	W13	0.37
EZ47	0.369604961	WW_W13	WW	W13	0.37
EZ48	0.403591086	WW_W13	WW	W13	0.37
F04401	0.319171932	WW_W13	WW	W13	0.37
F04402	0.330878391	WW_W13	WW	W13	0.37
F04701	0.315711486	WW_W13	WW	W13	0.37
F04702	0.36851475	WW_W13	WW	W13	0.37
F05101	0.414686716	WW_W13	WW	W13	0.37
F05404	0.357119083	WW_W13	WW	W13	0.37
F1808	0.412240839	WW_W13	WW	W13	0.37
F1890	0.389661343	WW_W13	WW	W13	0.37
F218	0.40300936	WW_W13	WW	W13	0.37
F252	0.428754919	WW_W13	WW	W13	0.37
F353	0.394936404	WW_W13	WW	W13	0.37
F354	0.3144814	WW_W13	WW	W13	0.37
F546	0.301445487	WW_W13	WW	W13	0.37
F608	0.36078998	WW_W13	WW	W13	0.37
F618	0.359053598	WW_W13	WW	W13	0.37
F7001	0.365854598	WW_W13	WW	W13	0.37
F7019	0.401906676	WW_W13	WW	W13	0.37
F7025	0.37505917	WW_W13	WW	W13	0.37
F7028	0.383057732	WW_W13	WW	W13	0.37
F7057	0.403431671	WW_W13	WW	W13	0.37
F7058	0.417504488	WW_W13	WW	W13	0.37
F7081	0.490171958	WW_W13	WW	W13	0.37
F7082	0.413933092	WW_W13	WW	W13	0.37
F712	0.381864718	WW_W13	WW	W13	0.37
F748	0.3582864	WW_W13	WW	W13	0.37
F752	0.360605461	WW_W13	WW	W13	0.37
F838	0.410390658	WW_W13	WW	W13	0.37
F874	0.3773547	WW_W13	WW	W13	0.37
F888	0.47482726	WW_W13	WW	W13	0.37
F894	0.353323393	WW_W13	WW	W13	0.37
F908	0.353399053	WW_W13	WW	W13	0.37
F912	0.401918105	WW_W13	WW	W13	0.37
F918	0.430018026	WW_W13	WW	W13	0.37
F922	0.395504311	WW_W13	WW	W13	0.37
F98902	0.38759451	WW_W13	WW	W13	0.37
FP1	0.427882887	WW_W13	WW	W13	0.37
FR19	0.368466252	WW_W13	WW	W13	0.37
FR697	0.304362334	WW_W13	WW	W13	0.37
H99	0.336114924	WW_W13	WW	W13	0.37
HMV5301	0.432882385	WW_W13	WW	W13	0.37
HMV5325	0.379829155	WW_W13	WW	W13	0.37
HMV5343	0.345184395	WW_W13	WW	W13	0.37
HMV5347	0.425026551	WW_W13	WW	W13	0.37
HMV5405	0.374458566	WW_W13	WW	W13	0.37
HMV5409	0.379918329	WW_W13	WW	W13	0.37
HMV5422	0.36434491	WW_W13	WW	W13	0.37
HMV5502	0.38347294	WW_W13	WW	W13	0.37
I198	0.357973887	WW_W13	WW	W13	0.37
I205	0.295014405	WW_W13	WW	W13	0.37
I211	0.41211161	WW_W13	WW	W13	0.37
I238	0.375771326	WW_W13	WW	W13	0.37
I242	0.359778527	WW_W13	WW	W13	0.37
I261	0.307417856	WW_W13	WW	W13	0.37
I267	0.394120693	WW_W13	WW	W13	0.37
IDT	0.373382364	WW_W13	WW	W13	0.37
LAN496	0.376856996	WW_W13	WW	W13	0.37
LH123Ht	0.422547017	WW_W13	WW	W13	0.37
LH145	0.343144567	WW_W13	WW	W13	0.37
LH38	0.432014753	WW_W13	WW	W13	0.37
LH39	0.379885449	WW_W13	WW	W13	0.37
LH59	0.355388951	WW_W13	WW	W13	0.37
LH60	0.382567705	WW_W13	WW	W13	0.37
LH65	0.339982122	WW_W13	WW	W13	0.37
LH74	0.324974615	WW_W13	WW	W13	0.37
LH82	0.365347167	WW_W13	WW	W13	0.37
LH93	0.367304403	WW_W13	WW	W13	0.37
Lo1016	0.362992645	WW_W13	WW	W13	0.37
Lo1026	0.360531616	WW_W13	WW	W13	0.37
Lo1035	0.35614633	WW_W13	WW	W13	0.37
Lo1038	0.324194986	WW_W13	WW	W13	0.37
Lo1056	0.420595696	WW_W13	WW	W13	0.37
Lo1063	0.313758106	WW_W13	WW	W13	0.37
Lo1087	0.33412738	WW_W13	WW	W13	0.37
Lo1094	0.384586809	WW_W13	WW	W13	0.37
Lo1095	0.391259521	WW_W13	WW	W13	0.37
Lo1101	0.335737962	WW_W13	WW	W13	0.37
Lo1106	0.357310932	WW_W13	WW	W13	0.37
Lo1123	0.45512025	WW_W13	WW	W13	0.37
Lo1124	0.321393428	WW_W13	WW	W13	0.37
Lo1172	0.394902851	WW_W13	WW	W13	0.37
Lo1180	0.356955509	WW_W13	WW	W13	0.37
Lo1187	0.380868101	WW_W13	WW	W13	0.37
Lo1199	0.364201555	WW_W13	WW	W13	0.37
Lo1203	0.318356047	WW_W13	WW	W13	0.37
Lo1223	0.407530735	WW_W13	WW	W13	0.37
Lo1251	0.30939611	WW_W13	WW	W13	0.37
Lo1253	0.359105179	WW_W13	WW	W13	0.37
Lo1261	0.352850593	WW_W13	WW	W13	0.37
Lo1266	0.379174184	WW_W13	WW	W13	0.37
Lo1270	0.372100595	WW_W13	WW	W13	0.37
Lo1273	0.38885778	WW_W13	WW	W13	0.37
Lo1274	0.378646208	WW_W13	WW	W13	0.37
Lo1280	0.309061246	WW_W13	WW	W13	0.37
Lo1284	0.319671619	WW_W13	WW	W13	0.37
Lo1288	0.267227212	WW_W13	WW	W13	0.37
Lo1290	0.390997725	WW_W13	WW	W13	0.37
Lo1301	0.347164979	WW_W13	WW	W13	0.37
Lo904	0.381112743	WW_W13	WW	W13	0.37
Lp5	0.386970302	WW_W13	WW	W13	0.37
ML606	0.456024494	WW_W13	WW	W13	0.37
Mo15W	0.351991119	WW_W13	WW	W13	0.37
Mo17	0.39372141	WW_W13	WW	W13	0.37
MS153	0.420340723	WW_W13	WW	W13	0.37
MS71	0.349755097	WW_W13	WW	W13	0.37
N16	0.362948985	WW_W13	WW	W13	0.37
N192	0.304450324	WW_W13	WW	W13	0.37
N22	0.325411841	WW_W13	WW	W13	0.37
N25	0.33892581	WW_W13	WW	W13	0.37
N6	0.370377349	WW_W13	WW	W13	0.37
NC290	0.327696716	WW_W13	WW	W13	0.37
NC358	0.343136743	WW_W13	WW	W13	0.37
NDB8	0.349906179	WW_W13	WW	W13	0.37
NK764	0.33220819	WW_W13	WW	W13	0.37
NK807	0.373841177	WW_W13	WW	W13	0.37
NQ508	0.372468598	WW_W13	WW	W13	0.37
NS701	0.409617289	WW_W13	WW	W13	0.37
Oh02	0.390486611	WW_W13	WW	W13	0.37
Oh33	0.393582628	WW_W13	WW	W13	0.37
Oh40B	0.435858149	WW_W13	WW	W13	0.37
Oh43	0.464933673	WW_W13	WW	W13	0.37
Os426	0.369410322	WW_W13	WW	W13	0.37
P465P	0.415846081	WW_W13	WW	W13	0.37
Pa36	0.338355212	WW_W13	WW	W13	0.37
Pa405	0.334442665	WW_W13	WW	W13	0.37
Pa91	0.377795016	WW_W13	WW	W13	0.37
PB116	0.343519599	WW_W13	WW	W13	0.37
PB98TR	0.399292391	WW_W13	WW	W13	0.37
PH207	0.293958459	WW_W13	WW	W13	0.37
PHB09	0.376077267	WW_W13	WW	W13	0.37
PHG35	0.352468662	WW_W13	WW	W13	0.37
PHG39	0.373022416	WW_W13	WW	W13	0.37
PHG47	0.348243884	WW_W13	WW	W13	0.37
PHG50	0.406891172	WW_W13	WW	W13	0.37
PHG71	0.357329982	WW_W13	WW	W13	0.37
PHG80	0.376867621	WW_W13	WW	W13	0.37
PHG84	0.451094019	WW_W13	WW	W13	0.37
PHG86	0.309497597	WW_W13	WW	W13	0.37
PHH93	0.354196523	WW_W13	WW	W13	0.37
PHJ40	0.383876253	WW_W13	WW	W13	0.37
PHK29	0.393961544	WW_W13	WW	W13	0.37
PHK76	0.321450681	WW_W13	WW	W13	0.37
PHR36	0.40661449	WW_W13	WW	W13	0.37
PHT77	0.40469126	WW_W13	WW	W13	0.37
PHV63	0.407960814	WW_W13	WW	W13	0.37
PHW65	0.334168263	WW_W13	WW	W13	0.37
PHZ51	0.467778097	WW_W13	WW	W13	0.37
SC-Malawi	0.417342127	WW_W13	WW	W13	0.37
SGI061	0.339779072	WW_W13	WW	W13	0.37
UH_2500	0.402235857	WW_W13	WW	W13	0.37
UH_6102	0.407706134	WW_W13	WW	W13	0.37
UH_6179	0.316858052	WW_W13	WW	W13	0.37
UH_P060	0.394768926	WW_W13	WW	W13	0.37
UH_P064	0.404159153	WW_W13	WW	W13	0.37
UH_P074	0.298713789	WW_W13	WW	W13	0.37
UH_P087	0.33195154	WW_W13	WW	W13	0.37
UH_P089	0.354001511	WW_W13	WW	W13	0.37
UH_P104	0.412434416	WW_W13	WW	W13	0.37
UH_P115	0.468342624	WW_W13	WW	W13	0.37
UH_P128	0.405438158	WW_W13	WW	W13	0.37
UH_P148	0.400880287	WW_W13	WW	W13	0.37
UH_S018	0.387633862	WW_W13	WW	W13	0.37
UH_S020	0.391966083	WW_W13	WW	W13	0.37
UH_S025	0.439144556	WW_W13	WW	W13	0.37
UH250	0.435749527	WW_W13	WW	W13	0.37
UH304	0.335412554	WW_W13	WW	W13	0.37
Va26	0.409813665	WW_W13	WW	W13	0.37
W117	0.409186469	WW_W13	WW	W13	0.37
W153R	0.382703	WW_W13	WW	W13	0.37
W182E	0.417057103	WW_W13	WW	W13	0.37
W23	0.383300921	WW_W13	WW	W13	0.37
W602S	0.380307781	WW_W13	WW	W13	0.37
W604S	0.347874456	WW_W13	WW	W13	0.37
W64A	0.3389075	WW_W13	WW	W13	0.37
W9	0.352837335	WW_W13	WW	W13	0.37
W95115	0.421406344	WW_W13	WW	W13	0.37
Wf9	0.425274753	WW_W13	WW	W13	0.37
